#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1981-01-01 to 2023-12-01
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 784: Palisades Tahoe, CA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Palisades Tahoe (784) 
# California  SNOTEL Site - 8013 ft
# Reporting Frequency: Daily; Date Range: 1981-01-01 to 2023-12-01
#
# As of: Dec 4, 2023, 1:14:02 AM GMT-08:00
#
Year,Day,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1982,17,43.3,57.0,68.1,92.1,74.7,37.3,0.0,0.0,0.0,0.0,4.2,20.3
1982,18,43.2,57.0,68.6,92.1,73.2,36.0,0.0,0.0,0.0,0.0,5.6,21.1
1982,19,44.3,57.0,69.1,92.1,71.8,33.9,0.0,0.0,0.0,0.0,8.8,21.1
1982,20,44.7,57.0,69.3,92.1,70.8,33.2,0.0,0.0,0.0,0.0,9.4,21.1
1982,21,46.1,57.0,69.4,92.0,69.6,30.9,0.0,0.0,0.0,0.0,9.4,25.8
1982,22,46.8,57.0,69.4,91.4,67.8,29.3,0.0,0.0,0.0,0.0,9.9,31.2
1982,23,46.8,57.0,69.6,90.5,66.0,27.4,0.0,0.0,0.0,0.1,10.5,34.7
1982,24,46.8,57.0,69.6,90.2,65.1,25.5,0.0,0.0,0.0,0.0,10.5,34.7
1982,25,47.0,57.0,69.6,89.4,63.6,24.3,0.0,0.0,0.0,0.0,10.5,34.8
1982,26,47.3,57.0,69.6,89.4,62.3,22.1,0.0,0.0,0.0,1.3,10.5,35.2
1982,27,48.9,57.7,70.3,89.0,60.1,20.3,0.0,0.0,0.0,1.3,10.5,35.3
1982,28,49.2,57.7,71.4,88.9,59.2,18.3,0.0,0.0,0.0,1.3,11.2,35.4
1982,29,49.8,,73.6,88.2,58.7,16.8,0.0,0.0,0.1,1.6,13.0,35.6
1982,30,49.8,,75.6,87.5,58.2,15.9,0.0,0.0,0.4,2.5,16.3,35.6
1982,31,50.0,,81.9,,56.9,,0.0,0.0,,2.9,,35.7
1983,01,35.9,50.1,75.5,92.7,108.0,89.6,40.9,0.0,0.0,0.0,0.7,14.0
1983,02,36.0,50.3,77.1,93.4,108.1,89.3,39.0,0.0,0.0,0.0,0.6,14.3
1983,03,36.1,50.3,77.4,93.7,108.3,88.2,36.6,0.0,0.0,0.0,0.6,14.9
1983,04,36.3,50.3,77.4,93.9,108.4,87.1,35.2,0.0,0.0,0.0,0.3,17.0
1983,05,36.3,50.4,77.3,94.2,108.6,85.4,33.7,0.0,0.0,0.0,0.0,17.0
1983,06,36.3,50.9,77.3,94.6,110.0,83.9,31.1,0.0,0.0,0.0,0.0,17.3
1983,07,36.2,53.7,77.6,94.9,110.0,82.6,28.3,0.0,0.0,0.0,0.0,18.1
1983,08,36.2,55.9,77.6,95.0,110.0,81.5,26.1,0.0,0.0,0.0,0.2,18.3
1983,09,36.1,56.9,77.4,95.0,110.0,80.7,25.7,0.0,0.0,0.0,0.3,18.8
1983,10,36.1,58.5,77.3,95.3,110.0,78.1,25.0,0.0,0.0,0.0,0.7,20.6
1983,11,36.1,58.6,77.5,95.3,110.2,73.2,23.3,0.0,0.0,0.0,2.8,22.3
1983,12,36.1,58.9,77.5,95.3,110.1,72.5,22.0,0.0,0.0,0.0,2.8,23.3
1983,13,36.1,62.4,80.4,95.4,110.2,71.5,19.8,0.0,0.0,0.0,3.2,23.6
1983,14,36.1,62.8,82.0,95.9,110.2,70.4,17.6,0.0,0.0,1.6,4.1,24.0
1983,15,36.1,63.0,82.0,96.0,109.6,68.2,14.3,0.0,0.0,1.6,4.1,24.1
1983,16,36.0,63.0,81.8,96.1,109.6,66.1,12.3,0.0,0.0,0.0,4.5,24.1
1983,17,36.3,63.1,82.0,96.6,108.8,64.5,10.2,0.0,0.0,0.0,6.6,24.6
1983,18,36.4,63.1,82.4,96.3,108.3,63.5,8.1,0.0,0.0,0.0,8.3,24.8
1983,19,38.4,64.4,82.3,96.9,108.3,62.0,7.0,0.0,0.0,0.0,8.5,24.8
1983,20,38.7,64.4,82.1,97.7,107.5,60.8,6.5,0.0,0.0,0.0,9.4,24.8
1983,21,38.9,64.3,82.4,98.3,106.9,58.1,4.1,0.0,0.0,0.0,10.3,24.8
1983,22,39.3,64.3,82.6,98.4,103.8,56.2,3.8,0.0,0.0,0.0,10.6,24.8
1983,23,40.7,64.3,84.8,98.5,100.2,53.1,2.8,0.0,0.0,0.0,10.8,25.1
1983,24,44.5,64.4,86.6,100.3,98.0,50.6,0.8,0.0,0.0,0.0,11.7,26.6
1983,25,45.8,64.4,87.6,103.0,97.6,48.8,0.0,0.0,0.0,0.0,13.3,28.5
1983,26,46.3,67.5,87.9,103.4,96.8,47.3,0.0,0.0,0.0,0.0,13.6,30.4
1983,27,48.1,69.6,88.0,103.8,97.2,46.0,0.0,0.0,0.0,0.0,13.9,33.1
1983,28,48.5,71.7,89.1,105.1,96.1,44.8,0.0,0.0,0.0,0.0,13.9,33.3
1983,29,49.2,,89.4,106.8,94.5,43.2,0.0,0.0,0.0,0.0,14.0,33.7
1983,30,50.1,,89.9,107.6,92.9,41.7,0.0,0.0,0.0,0.0,14.0,34.1
1983,31,50.1,,92.2,,90.8,,0.0,0.0,,0.2,,34.7
1984,01,34.7,34.3,40.1,47.5,45.4,18.0,0.0,0.0,0.0,0.1,2.2,15.7
1984,02,34.7,34.3,40.1,47.5,46.5,17.1,0.0,0.0,0.0,0.2,2.2,15.7
1984,03,34.7,34.2,40.1,47.5,46.7,16.1,0.0,0.0,0.0,0.0,2.8,15.8
1984,04,34.6,34.2,40.1,47.5,47.9,15.3,0.0,0.0,0.0,0.0,2.9,15.8
1984,05,34.6,34.2,40.1,47.6,46.1,14.3,0.0,0.0,0.0,0.0,2.9,15.8
1984,06,34.5,34.1,40.1,47.6,45.3,13.5,0.0,0.0,0.0,0.0,3.2,15.9
1984,07,34.5,34.0,40.1,47.6,45.0,14.3,0.0,0.0,0.0,0.0,3.6,15.9
1984,08,34.2,34.2,40.1,48.0,44.9,14.0,0.0,0.0,0.0,0.0,4.3,15.9
1984,09,34.1,34.2,40.1,48.1,43.0,13.5,0.0,0.0,0.0,0.0,4.7,15.9
1984,10,34.1,34.9,40.1,48.5,40.4,12.6,0.0,0.0,0.0,0.0,4.8,16.0
1984,11,34.1,34.9,40.1,49.5,38.4,12.0,0.0,0.0,0.0,0.8,5.9,16.1
1984,12,34.1,34.8,40.1,49.5,37.2,11.3,0.0,0.0,0.0,0.8,6.2,16.1
1984,13,34.0,34.6,40.2,49.5,36.8,10.3,0.0,0.0,0.0,0.6,6.8,16.1
1984,14,34.2,36.2,42.1,49.6,35.1,9.3,0.0,0.0,0.0,0.5,8.9,16.1
1984,15,34.2,36.3,43.4,48.5,34.5,8.6,0.0,0.0,0.0,0.3,9.1,16.3
1984,16,34.7,38.1,44.1,47.0,34.5,7.5,0.0,0.0,0.0,0.3,9.2,17.3
1984,17,34.7,38.3,45.1,46.3,34.5,5.8,0.0,0.0,0.0,2.0,9.2,17.3
1984,18,34.7,38.3,45.2,46.0,34.5,3.8,0.0,0.0,0.0,2.0,9.7,17.3
1984,19,34.7,38.3,45.5,46.0,34.0,1.1,0.0,0.0,0.0,2.0,9.7,17.5
1984,20,34.7,38.4,45.9,46.5,32.9,0.6,0.0,0.0,0.0,2.0,9.7,17.6
1984,21,34.7,39.2,45.9,46.5,31.3,0.3,0.0,0.0,0.0,2.0,9.8,17.6
1984,22,34.7,39.7,46.4,46.6,30.2,0.0,0.0,0.0,0.0,2.0,10.1,17.8
1984,23,34.7,40.0,46.8,47.0,29.0,0.0,0.0,0.0,0.0,2.0,10.8,17.8
1984,24,34.7,40.0,46.8,47.2,27.5,0.0,0.0,0.0,0.0,2.1,10.8,17.8
1984,25,34.7,40.5,46.8,46.1,26.5,0.0,0.0,0.0,0.0,2.2,11.7,17.8
1984,26,34.7,40.5,47.0,45.7,25.5,0.0,0.0,0.0,0.0,2.2,11.9,17.8
1984,27,34.7,40.5,47.3,45.4,24.3,0.0,0.0,0.0,0.0,2.2,12.0,17.8
1984,28,34.6,40.4,47.3,45.4,23.6,0.0,0.0,0.0,0.0,2.2,15.5,17.8
1984,29,34.5,40.2,47.3,45.4,22.5,0.0,0.0,0.0,0.0,2.2,15.5,17.8
1984,30,34.5,,47.3,45.4,21.1,0.0,0.0,0.0,0.0,2.2,15.5,17.8
1984,31,34.5,,47.4,,19.3,,0.0,0.0,,2.2,,17.8
1985,01,17.8,19.0,26.0,33.1,21.3,0.0,0.0,0.0,0.0,0.0,0.6,10.4
1985,02,17.8,19.5,26.0,32.8,20.1,0.0,0.0,0.0,0.0,0.0,0.6,11.3
1985,03,17.8,19.6,26.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.6,12.3
1985,04,17.8,19.6,26.0,31.7,18.3,0.0,0.0,0.0,0.0,0.0,0.5,13.6
1985,05,17.8,19.6,26.1,31.5,17.8,0.0,0.0,0.0,0.0,0.0,0.4,13.9
1985,06,17.8,19.6,27.1,31.1,17.0,0.0,0.0,0.0,0.0,0.0,0.4,14.5
1985,07,18.0,19.6,28.3,30.2,16.1,0.0,0.0,0.0,0.0,0.2,0.4,15.9
1985,08,18.3,22.8,28.5,29.6,15.5,0.0,0.0,0.0,0.0,0.2,0.4,16.3
1985,09,18.6,24.8,28.7,29.1,15.1,0.0,0.0,0.0,0.0,0.5,0.4,16.8
1985,10,18.6,24.8,28.7,28.6,14.7,0.0,0.0,0.0,0.8,0.5,1.8,17.6
1985,11,18.6,24.8,29.0,28.2,14.6,0.0,0.0,0.0,0.8,0.7,3.4,18.1
1985,12,18.6,25.0,29.0,27.8,14.2,0.0,0.0,0.0,0.7,0.5,3.8,18.6
1985,13,18.6,25.0,29.0,27.4,13.5,0.0,0.0,0.0,0.6,0.5,3.8,18.6
1985,14,18.6,25.0,28.8,27.0,12.6,0.0,0.0,0.0,0.3,0.5,3.8,18.6
1985,15,18.6,25.0,28.7,26.0,11.3,0.0,0.0,0.0,0.2,0.5,3.9,18.6
1985,16,18.6,25.1,28.7,25.0,10.8,0.0,0.0,0.0,0.2,0.5,3.9,18.6
1985,17,18.6,25.1,28.7,25.0,9.8,0.0,0.0,0.0,0.0,0.0,3.9,18.6
1985,18,19.0,25.1,28.7,25.0,8.8,0.0,0.0,0.0,0.0,0.0,4.1,18.6
1985,19,19.0,25.1,28.6,25.0,7.8,0.0,0.0,0.0,0.0,0.0,4.1,18.6
1985,20,19.0,25.1,28.5,25.0,6.8,0.0,0.0,0.0,0.0,0.0,4.1,18.6
1985,21,19.0,25.3,27.7,25.3,5.9,0.0,0.0,0.0,0.0,0.5,4.1,18.6
1985,22,19.0,25.7,27.4,25.7,5.0,0.0,0.0,0.0,0.0,1.3,4.1,18.6
1985,23,19.0,25.7,27.4,25.6,3.8,0.0,0.0,0.0,0.0,1.5,4.1,18.6
1985,24,19.0,25.9,27.2,25.1,1.8,0.0,0.0,0.0,0.0,1.3,6.2,18.6
1985,25,19.0,25.9,27.4,24.1,0.2,0.0,0.0,0.0,0.0,1.3,7.4,18.6
1985,26,19.0,25.9,27.6,23.8,0.0,0.0,0.0,0.0,0.0,1.1,7.4,18.6
1985,27,19.0,25.9,30.3,23.6,0.0,0.0,0.0,0.0,0.0,1.1,7.5,18.6
1985,28,19.0,25.9,32.0,23.3,0.0,0.0,0.0,0.0,0.0,0.9,8.0,18.6
1985,29,19.0,,32.2,22.5,0.0,0.0,0.0,0.0,0.0,0.9,8.5,18.6
1985,30,19.0,,32.4,21.8,0.0,0.0,0.0,0.0,0.0,0.9,9.4,18.6
1985,31,19.0,,32.7,,0.0,,0.0,0.0,,0.9,,18.8
1986,01,19.5,30.1,56.2,66.9,52.5,20.6,0.0,0.0,0.0,5.4,0.4,2.0
1986,02,19.6,30.4,56.2,66.9,52.0,19.5,0.0,0.0,0.0,5.3,0.3,2.0
1986,03,19.6,31.7,56.2,66.8,51.2,17.8,0.0,0.0,0.0,5.0,0.3,2.0
1986,04,19.6,32.6,56.2,66.7,51.0,16.5,0.0,0.0,0.0,4.7,0.4,2.0
1986,05,21.5,32.6,57.9,64.4,50.7,15.5,0.0,0.0,0.0,4.4,0.4,1.8
1986,06,22.1,32.6,57.9,63.1,49.9,14.3,0.0,0.0,0.0,3.9,0.4,1.5
1986,07,22.1,33.1,57.9,63.0,49.3,13.2,0.0,0.0,0.0,3.5,0.4,1.5
1986,08,22.1,33.3,61.0,63.0,46.5,12.5,0.0,0.0,0.0,3.1,0.7,1.5
1986,09,22.1,33.3,63.6,63.0,44.9,11.8,0.0,0.0,0.0,2.4,0.7,1.5
1986,10,22.1,33.3,65.0,63.0,44.2,11.0,0.0,0.0,0.0,1.4,0.7,1.5
1986,11,22.1,33.3,69.8,63.0,44.0,10.1,0.0,0.0,0.0,0.6,0.8,1.8
1986,12,22.1,33.3,70.1,62.8,43.1,9.1,0.0,0.0,0.0,0.2,0.8,1.8
1986,13,22.1,34.8,70.1,62.7,41.1,7.8,0.0,0.0,0.0,0.0,0.9,1.8
1986,14,22.1,36.2,70.3,62.6,40.5,6.0,0.0,0.0,0.0,0.0,1.1,1.9
1986,15,23.5,36.5,70.3,62.6,39.3,3.7,0.0,0.0,0.0,0.0,1.1,1.9
1986,16,24.3,38.7,70.5,65.1,38.1,2.1,0.0,0.0,0.0,0.0,1.1,1.6
1986,17,26.8,39.5,70.5,65.1,36.7,1.8,0.0,0.0,0.0,0.0,1.2,1.6
1986,18,27.6,44.3,70.5,66.1,35.8,1.1,0.0,0.0,0.0,0.0,1.2,1.8
1986,19,27.8,48.9,70.5,66.1,34.5,0.0,0.0,0.0,0.0,0.0,0.9,2.6
1986,20,28.1,49.5,70.4,66.2,33.3,0.0,0.0,0.0,0.0,0.1,0.9,3.1
1986,21,28.1,49.5,70.4,65.0,32.5,0.0,0.0,0.0,0.0,0.3,0.9,3.1
1986,22,28.1,49.7,70.3,62.3,31.8,0.0,0.0,0.0,0.0,0.4,0.8,3.1
1986,23,28.7,50.5,69.5,59.9,31.2,0.0,0.0,0.0,0.2,0.4,0.8,3.9
1986,24,28.7,51.2,69.3,57.6,31.1,0.0,0.0,0.0,0.4,0.7,0.8,4.2
1986,25,28.7,55.1,69.2,58.7,30.0,0.0,0.0,0.0,2.5,0.7,1.2,4.2
1986,26,28.7,55.1,68.3,62.5,28.8,0.0,0.0,0.0,3.3,0.7,1.2,4.3
1986,27,28.7,55.1,68.0,61.1,27.1,0.0,0.0,0.0,5.5,0.8,1.2,4.3
1986,28,28.7,55.1,67.3,59.7,25.9,0.0,0.0,0.0,5.4,0.7,1.2,4.3
1986,29,28.7,,67.2,57.8,24.8,0.0,0.0,0.0,5.4,0.7,1.4,4.3
1986,30,28.7,,67.2,54.7,23.3,0.0,0.0,0.0,5.4,0.4,1.5,4.3
1986,31,29.3,,67.2,,21.8,,0.0,0.0,,0.4,,4.3
1987,01,4.3,12.0,23.2,32.7,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1987,02,4.5,12.2,23.4,32.4,12.7,0.0,0.0,0.0,0.0,0.0,0.0,3.6
1987,03,5.0,12.4,23.4,32.1,13.2,0.0,0.0,0.0,0.0,0.0,0.0,3.9
1987,04,8.0,12.7,23.5,31.7,12.3,0.0,0.0,0.0,0.0,0.0,0.4,4.1
1987,05,8.0,13.0,23.9,31.6,10.9,0.0,0.0,0.0,0.0,0.0,0.3,4.1
1987,06,8.0,13.1,24.8,31.5,9.9,0.0,0.0,0.0,0.0,0.0,0.3,4.2
1987,07,8.2,13.1,25.2,31.2,8.9,0.0,0.0,0.0,0.0,0.0,0.3,6.8
1987,08,8.2,13.1,25.4,30.8,8.0,0.0,0.0,0.0,0.0,0.0,0.3,7.0
1987,09,8.2,13.1,25.8,30.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,9.3
1987,10,8.4,13.2,25.9,29.7,5.8,0.0,0.0,0.0,0.0,0.0,0.0,10.4
1987,11,8.6,14.0,26.5,28.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5
1987,12,8.6,14.0,26.5,28.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,8.8
1987,13,8.6,17.8,28.2,27.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.4
1987,14,8.6,20.1,28.8,27.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.1
1987,15,8.6,22.0,30.1,26.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.1
1987,16,8.6,22.1,30.2,25.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.9
1987,17,8.6,22.1,30.4,24.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.9
1987,18,8.6,22.1,31.5,23.8,0.0,0.0,0.0,0.0,0.0,0.0,1.9,10.1
1987,19,8.6,22.1,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.1
1987,20,8.6,22.1,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.5
1987,21,8.6,22.1,32.3,23.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,10.5
1987,22,8.6,22.1,32.5,22.7,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.1
1987,23,8.6,22.5,32.8,21.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.5
1987,24,8.6,22.7,33.3,20.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.5
1987,25,9.9,22.7,33.3,19.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.5
1987,26,10.1,22.7,33.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,11.7
1987,27,10.3,23.1,33.3,16.2,0.0,0.0,0.0,0.0,0.0,0.0,2.4,12.2
1987,28,11.6,23.1,33.3,15.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4,12.8
1987,29,11.6,,33.2,13.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,14.7
1987,30,12.0,,33.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,15.3
1987,31,12.0,,32.8,,0.0,,0.0,0.0,,0.0,,15.4
1988,01,15.4,28.1,28.9,23.1,12.8,0.1,0.0,0.0,0.0,0.0,0.0,16.6
1988,02,16.2,28.2,29.7,22.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,16.8
1988,03,17.6,28.4,29.7,21.3,13.4,0.0,0.0,0.0,0.0,0.0,0.0,16.8
